wav [Å]	Ti	Fe	Ni	Cu	Cd	W	Pb	Al	Zn	ZnO
4.969	1.198	0.685	1.693	0.966	322.89	3.301	0.287	0.048	0.221	0.401
4.97	1.199	0.685	1.693	0.966	322.955	3.302	0.287	0.048	0.221	0.401
4.971	1.199	0.686	1.693	0.966	323.02	3.302	0.287	0.048	0.221	0.401
4.972	1.199	0.686	1.694	0.966	323.085	3.303	0.287	0.048	0.221	0.401
4.973	1.199	0.686	1.694	0.967	323.15	3.304	0.287	0.048	0.221	0.401
4.974	1.2	0.686	1.694	0.967	323.215	3.304	0.288	0.048	0.221	0.401
4.975	1.2	0.686	1.694	0.967	323.28	3.305	0.288	0.048	0.221	0.402
4.976	1.2	0.686	1.695	0.967	323.345	3.306	0.288	0.048	0.222	0.402
4.977	1.2	0.686	1.695	0.967	323.41	3.306	0.288	0.048	0.222	0.402
4.978	1.201	0.687	1.695	0.967	323.475	3.307	0.288	0.048	0.222	0.402
4.979	1.201	0.687	1.695	0.968	323.539	3.307	0.288	0.048	0.222	0.402
4.98	1.201	0.687	1.696	0.968	323.604	3.308	0.288	0.048	0.222	0.402
4.981	1.201	0.687	1.696	0.968	323.669	3.309	0.288	0.048	0.222	0.402
4.982	1.201	0.687	1.696	0.968	323.734	3.309	0.288	0.048	0.222	0.403
4.983	1.202	0.687	1.697	0.968	323.799	3.31	0.288	0.048	0.222	0.403
4.984	1.202	0.688	1.697	0.969	323.864	3.311	0.288	0.048	0.222	0.403
4.985	1.202	0.688	1.697	0.969	323.929	3.311	0.289	0.048	0.222	0.403
4.986	1.202	0.688	1.697	0.969	323.994	3.312	0.289	0.048	0.222	0.403
4.987	1.203	0.688	1.698	0.969	324.059	3.313	0.289	0.048	0.222	0.403
4.988	1.203	0.688	1.698	0.969	324.124	3.313	0.289	0.048	0.222	0.403
4.989	1.203	0.688	1.698	0.97	324.189	3.314	0.289	0.048	0.222	0.403
4.99	1.203	0.688	1.698	0.97	324.254	3.315	0.289	0.048	0.222	0.404
4.991	1.203	0.689	1.699	0.97	324.319	3.315	0.289	0.048	0.222	0.404
4.992	1.204	0.689	1.699	0.97	324.384	3.316	0.289	0.048	0.222	0.404
4.993	1.204	0.689	1.699	0.97	324.449	3.317	0.289	0.048	0.222	0.404
4.994	1.204	0.689	1.7	0.971	324.514	3.317	0.289	0.048	0.222	0.404
4.995	1.204	0.689	1.7	0.971	324.579	3.318	0.289	0.048	0.222	0.404
4.996	1.205	0.689	1.7	0.971	324.644	3.318	0.29	0.049	0.222	0.404
4.997	1.205	0.689	1.7	0.971	324.709	3.319	0.29	0.049	0.222	0.405
4.998	1.205	0.69	1.701	0.971	324.774	3.32	0.29	0.049	0.222	0.405
4.999	1.205	0.69	1.701	0.971	324.839	3.32	0.29	0.049	0.223	0.405
5	1.206	0.69	1.701	0.972	324.904	3.321	0.29	0.049	0.223	0.405
5.001	1.206	0.69	1.701	0.972	324.969	3.322	0.29	0.049	0.223	0.405
5.002	1.206	0.69	1.702	0.972	325.034	3.322	0.29	0.049	0.223	0.405
5.003	1.206	0.69	1.702	0.972	325.099	3.323	0.29	0.049	0.223	0.405
5.004	1.206	0.69	1.702	0.972	325.164	3.324	0.29	0.049	0.223	0.405
5.005	1.207	0.691	1.703	0.973	325.229	3.324	0.29	0.049	0.223	0.406
5.006	1.207	0.691	1.703	0.973	325.294	3.325	0.29	0.049	0.223	0.406
5.007	1.207	0.691	1.703	0.973	325.359	3.326	0.291	0.049	0.223	0.406
5.008	1.207	0.691	1.703	0.973	325.424	3.326	0.291	0.049	0.223	0.406
5.009	1.208	0.691	1.704	0.973	325.489	3.327	0.291	0.049	0.223	0.406
5.01	1.208	0.691	1.704	0.974	325.554	3.327	0.291	0.049	0.223	0.406
5.011	1.208	0.691	1.704	0.974	325.619	3.328	0.291	0.049	0.223	0.406
5.012	1.208	0.692	1.704	0.974	325.684	3.329	0.291	0.049	0.223	0.406
5.013	1.208	0.692	1.705	0.974	325.749	3.329	0.291	0.049	0.223	0.407
5.014	1.209	0.692	1.705	0.974	325.814	3.33	0.291	0.049	0.223	0.407
5.015	1.209	0.692	1.705	0.975	325.879	3.331	0.291	0.049	0.223	0.407
5.016	1.209	0.692	1.705	0.975	325.944	3.331	0.291	0.049	0.223	0.407
5.017	1.209	0.692	1.706	0.975	326.009	3.332	0.291	0.049	0.223	0.407
5.018	1.21	0.692	1.706	0.975	326.074	3.333	0.292	0.049	0.223	0.407
5.019	1.21	0.693	1.706	0.975	326.139	3.333	0.292	0.049	0.223	0.407
5.02	1.21	0.693	1.707	0.975	326.203	3.334	0.292	0.049	0.223	0.408
5.021	1.21	0.693	1.707	0.976	326.268	3.335	0.292	0.049	0.224	0.408
5.022	1.211	0.693	1.707	0.976	326.333	3.335	0.292	0.049	0.224	0.408
5.023	1.211	0.693	1.707	0.976	326.398	3.336	0.292	0.049	0.224	0.408
5.024	1.211	0.693	1.708	0.976	326.463	3.336	0.292	0.049	0.224	0.408
5.025	1.211	0.694	1.708	0.976	326.528	3.337	0.292	0.049	0.224	0.408
5.026	1.211	0.694	1.708	0.977	326.593	3.338	0.292	0.049	0.224	0.408
5.027	1.212	0.694	1.708	0.977	326.658	3.338	0.292	0.049	0.224	0.408
5.028	1.212	0.694	1.709	0.977	326.723	3.339	0.292	0.049	0.224	0.409
5.029	1.212	0.694	1.709	0.977	326.788	3.34	0.293	0.049	0.224	0.409
5.03	1.212	0.694	1.709	0.977	326.853	3.34	0.293	0.049	0.224	0.409
5.031	1.213	0.694	1.71	0.978	326.918	3.341	0.293	0.049	0.224	0.409
5.032	1.213	0.695	1.71	0.978	326.983	3.342	0.293	0.049	0.224	0.409
5.033	1.213	0.695	1.71	0.978	327.048	3.342	0.293	0.049	0.224	0.409
5.034	1.213	0.695	1.71	0.978	327.113	3.343	0.293	0.049	0.224	0.409
5.035	1.213	0.695	1.711	0.978	327.178	3.344	0.293	0.049	0.224	0.41
5.036	1.214	0.695	1.711	0.979	327.243	3.344	0.293	0.049	0.224	0.41
5.037	1.214	0.695	1.711	0.979	327.308	3.345	0.293	0.049	0.224	0.41
5.038	1.214	0.695	1.711	0.979	327.373	3.346	0.293	0.049	0.224	0.41
5.039	1.214	0.696	1.712	0.979	327.438	3.346	0.293	0.049	0.224	0.41
5.04	1.215	0.696	1.712	0.979	327.503	3.347	0.294	0.049	0.224	0.41
5.041	1.215	0.696	1.712	0.979	327.568	3.347	0.294	0.049	0.224	0.41
5.042	1.215	0.696	1.713	0.98	327.633	3.348	0.294	0.049	0.224	0.41
5.043	1.215	0.696	1.713	0.98	327.698	3.349	0.294	0.049	0.225	0.411
5.044	1.216	0.696	1.713	0.98	327.763	3.349	0.294	0.049	0.225	0.411
5.045	1.216	0.696	1.713	0.98	327.828	3.35	0.294	0.049	0.225	0.411
5.046	1.216	0.697	1.714	0.98	327.893	3.351	0.294	0.049	0.225	0.411
5.047	1.216	0.697	1.714	0.981	327.958	3.351	0.294	0.049	0.225	0.411
5.048	1.216	0.697	1.714	0.981	328.023	3.352	0.294	0.049	0.225	0.411
5.049	1.217	0.697	1.714	0.981	328.088	3.353	0.294	0.049	0.225	0.411
5.05	1.217	0.697	1.715	0.981	328.153	3.353	0.295	0.049	0.225	0.412
5.051	1.217	0.697	1.715	0.981	328.218	3.354	0.295	0.049	0.225	0.412
5.052	1.217	0.697	1.715	0.982	328.283	3.355	0.295	0.049	0.225	0.412
5.053	1.218	0.698	1.716	0.982	328.348	3.355	0.295	0.049	0.225	0.412
5.054	1.218	0.698	1.716	0.982	328.413	3.356	0.295	0.049	0.225	0.412
5.055	1.218	0.698	1.716	0.982	328.478	3.356	0.295	0.049	0.225	0.412
5.056	1.218	0.698	1.716	0.982	328.543	3.357	0.295	0.049	0.225	0.412
5.057	1.219	0.698	1.717	0.983	328.608	3.358	0.295	0.049	0.225	0.412
5.058	1.219	0.698	1.717	0.983	328.673	3.358	0.295	0.049	0.225	0.413
5.059	1.219	0.698	1.717	0.983	328.738	3.359	0.295	0.049	0.225	0.413
5.06	1.219	0.699	1.717	0.983	328.803	3.36	0.295	0.049	0.225	0.413
5.061	1.219	0.699	1.718	0.983	328.867	3.36	0.296	0.049	0.225	0.413
5.062	1.22	0.699	1.718	0.984	328.932	3.361	0.296	0.049	0.225	0.413
5.063	1.22	0.699	1.718	0.984	328.997	3.362	0.296	0.049	0.225	0.413
5.064	1.22	0.699	1.719	0.984	329.062	3.362	0.296	0.049	0.225	0.413
5.065	1.22	0.699	1.719	0.984	329.127	3.363	0.296	0.049	0.225	0.414
5.066	1.221	0.7	1.719	0.984	329.192	3.364	0.296	0.049	0.226	0.414
5.067	1.221	0.7	1.719	0.984	329.257	3.364	0.296	0.049	0.226	0.414
5.068	1.221	0.7	1.72	0.985	329.322	3.365	0.296	0.049	0.226	0.414
5.069	1.221	0.7	1.72	0.985	329.387	3.366	0.296	0.049	0.226	0.414
5.07	1.221	0.7	1.72	0.985	329.452	3.366	0.296	0.049	0.226	0.414
5.071	1.222	0.7	1.72	0.985	329.517	3.367	0.296	0.049	0.226	0.414
5.072	1.222	0.7	1.721	0.985	329.582	3.367	0.297	0.049	0.226	0.336
5.073	1.222	0.701	1.721	0.986	329.647	3.368	0.297	0.049	0.226	0.336
5.074	1.222	0.701	1.721	0.986	329.712	3.369	0.297	0.049	0.226	0.336
5.075	1.223	0.701	1.722	0.986	329.777	3.369	0.297	0.049	0.226	0.336
5.076	1.223	0.701	1.722	0.986	329.842	3.37	0.297	0.049	0.226	0.336
5.077	1.223	0.701	1.722	0.986	329.907	3.371	0.297	0.049	0.226	0.336
5.078	1.223	0.701	1.722	0.987	329.972	3.371	0.297	0.05	0.226	0.336
5.079	1.224	0.701	1.723	0.987	330.037	3.372	0.297	0.05	0.226	0.336
5.08	1.224	0.702	1.723	0.987	330.102	3.373	0.297	0.05	0.226	0.337
5.081	1.224	0.702	1.723	0.987	330.167	3.373	0.297	0.05	0.226	0.337
5.082	1.224	0.702	1.723	0.987	330.232	3.374	0.297	0.05	0.226	0.337
5.083	1.224	0.702	1.724	0.988	330.297	3.375	0.298	0.05	0.226	0.337
5.084	1.225	0.702	1.724	0.988	330.362	3.375	0.298	0.05	0.226	0.337
5.085	1.225	0.702	1.724	0.988	330.427	3.376	0.298	0.05	0.226	0.337
5.086	1.225	0.702	1.725	0.988	330.492	3.376	0.298	0.05	0.226	0.337
5.087	1.225	0.703	1.725	0.988	330.557	3.377	0.298	0.05	0.226	0.337
5.088	1.226	0.703	1.725	0.988	330.622	3.378	0.298	0.05	0.227	0.337
5.089	1.226	0.703	1.725	0.989	330.687	3.378	0.298	0.05	0.227	0.337
5.09	1.226	0.703	1.726	0.989	330.752	3.379	0.298	0.05	0.227	0.338
5.091	1.226	0.703	1.726	0.989	330.817	3.38	0.298	0.05	0.227	0.338
5.092	1.227	0.703	1.726	0.989	330.882	3.38	0.298	0.05	0.227	0.338
5.093	1.227	0.703	1.726	0.989	330.947	3.381	0.298	0.05	0.227	0.338
5.094	1.227	0.704	1.727	0.99	331.012	3.382	0.299	0.05	0.227	0.338
5.095	1.227	0.704	1.727	0.99	331.077	3.382	0.299	0.05	0.227	0.338
5.096	1.227	0.704	1.727	0.99	331.142	3.383	0.299	0.05	0.227	0.338
5.097	1.228	0.704	1.728	0.99	331.207	3.384	0.299	0.05	0.227	0.338
5.098	1.228	0.704	1.728	0.99	331.272	3.384	0.299	0.05	0.227	0.338
5.099	1.228	0.704	1.728	0.991	331.337	3.385	0.299	0.05	0.227	0.338
5.1	1.228	0.705	1.728	0.991	331.402	3.385	0.299	0.05	0.227	0.339
5.101	1.229	0.705	1.729	0.991	331.467	3.386	0.299	0.05	0.227	0.339
5.102	1.229	0.705	1.729	0.991	331.532	3.387	0.299	0.05	0.227	0.339
5.103	1.229	0.705	1.729	0.991	331.597	3.387	0.299	0.05	0.227	0.339
5.104	1.229	0.705	1.729	0.992	331.661	3.388	0.3	0.05	0.227	0.339
5.105	1.229	0.705	1.73	0.992	331.726	3.389	0.3	0.05	0.227	0.339
5.106	1.23	0.705	1.73	0.992	331.791	3.389	0.3	0.05	0.227	0.339
5.107	1.23	0.706	1.73	0.992	331.856	3.39	0.3	0.05	0.227	0.339
5.108	1.23	0.706	1.731	0.992	331.921	3.391	0.3	0.05	0.227	0.339
5.109	1.23	0.706	1.731	0.993	331.986	3.391	0.3	0.05	0.227	0.34
5.11	1.157	0.706	1.731	0.993	332.051	3.392	0.3	0.05	0.228	0.34
5.111	1.158	0.706	1.731	0.993	332.116	3.393	0.3	0.05	0.228	0.34
5.112	1.158	0.706	1.732	0.993	332.181	3.393	0.3	0.05	0.228	0.34
5.113	1.158	0.706	1.732	0.993	332.246	3.394	0.3	0.05	0.228	0.34
5.114	1.158	0.707	1.732	0.993	332.311	3.395	0.3	0.05	0.228	0.34
5.115	1.158	0.707	1.732	0.994	332.376	3.395	0.301	0.05	0.228	0.34
5.116	1.159	0.707	1.733	0.994	332.441	3.396	0.301	0.05	0.228	0.34
5.117	1.159	0.707	1.733	0.994	332.506	3.396	0.301	0.05	0.228	0.34
5.118	1.159	0.707	1.733	0.994	332.571	3.397	0.301	0.05	0.228	0.34
5.119	1.159	0.707	1.734	0.994	332.636	3.398	0.301	0.05	0.228	0.341
5.12	1.159	0.707	1.734	0.995	332.701	3.398	0.301	0.05	0.228	0.341
5.121	1.16	0.708	1.734	0.995	332.766	3.399	0.301	0.05	0.228	0.341
5.122	1.16	0.708	1.734	0.995	332.831	3.4	0.301	0.05	0.228	0.341
5.123	1.16	0.708	1.735	0.995	332.896	3.4	0.301	0.05	0.228	0.341
5.124	1.16	0.708	1.735	0.995	332.961	3.401	0.301	0.05	0.228	0.341
5.125	1.16	0.708	1.735	0.996	333.026	3.402	0.301	0.05	0.228	0.341
5.126	1.161	0.708	1.735	0.996	333.091	3.402	0.302	0.05	0.228	0.341
5.127	1.161	0.708	1.736	0.996	333.156	3.403	0.302	0.05	0.228	0.341
5.128	1.161	0.709	1.736	0.996	333.221	3.404	0.302	0.05	0.228	0.341
5.129	1.161	0.709	1.736	0.996	333.286	3.404	0.302	0.05	0.228	0.342
5.13	1.161	0.709	1.737	0.997	333.351	3.405	0.302	0.05	0.228	0.342
5.131	1.162	0.709	1.737	0.997	333.416	3.405	0.302	0.05	0.228	0.342
5.132	1.162	0.709	1.737	0.997	333.481	3.406	0.302	0.05	0.229	0.342
5.133	1.162	0.709	1.737	0.997	333.546	3.407	0.302	0.05	0.229	0.342
5.134	1.162	0.71	1.738	0.997	333.611	3.407	0.302	0.05	0.229	0.342
5.135	1.162	0.71	1.738	0.997	333.676	3.408	0.302	0.05	0.229	0.342
5.136	1.163	0.71	1.738	0.998	333.741	3.409	0.303	0.05	0.229	0.342
5.137	1.163	0.71	1.738	0.998	333.806	3.409	0.303	0.05	0.229	0.342
5.138	1.163	0.71	1.739	0.998	333.871	3.41	0.303	0.05	0.229	0.343
5.139	1.163	0.71	1.739	0.998	333.936	3.411	0.303	0.05	0.229	0.343
5.14	1.163	0.71	1.739	0.998	334.001	3.411	0.303	0.05	0.229	0.343
5.141	1.164	0.711	1.74	0.999	334.066	3.412	0.303	0.05	0.229	0.343
5.142	1.164	0.711	1.74	0.999	334.131	3.413	0.303	0.05	0.229	0.343
5.143	1.164	0.711	1.74	0.999	334.196	3.413	0.303	0.05	0.229	0.343
5.144	1.164	0.711	1.74	0.999	334.261	3.414	0.303	0.05	0.229	0.343
5.145	1.164	0.711	1.741	0.999	334.326	3.414	0.303	0.05	0.229	0.343
5.146	1.165	0.711	1.741	1	334.391	3.415	0.303	0.05	0.229	0.343
5.147	1.165	0.711	1.741	1	334.456	3.416	0.304	0.05	0.229	0.343
5.148	1.165	0.712	1.742	1	334.52	3.416	0.304	0.05	0.229	0.344
5.149	1.165	0.712	1.742	1	334.585	3.417	0.304	0.05	0.229	0.344
5.15	1.165	0.712	1.742	1	334.65	3.418	0.304	0.05	0.229	0.344
5.151	1.166	0.712	1.742	1.001	334.715	3.418	0.304	0.05	0.229	0.344
5.152	1.166	0.712	1.743	1.001	334.78	3.419	0.304	0.05	0.229	0.344
5.153	1.166	0.712	1.743	1.001	334.845	3.42	0.304	0.05	0.229	0.344
5.154	1.166	0.712	1.743	1.001	334.91	3.42	0.304	0.05	0.23	0.344
5.155	1.166	0.713	1.743	1.001	334.975	3.421	0.304	0.05	0.23	0.344
5.156	1.167	0.713	1.744	1.002	335.04	3.422	0.304	0.05	0.23	0.344
5.157	1.167	0.713	1.744	1.002	335.105	3.422	0.305	0.05	0.23	0.345
5.158	1.167	0.713	1.744	1.002	335.17	3.423	0.305	0.05	0.23	0.345
5.159	1.167	0.713	1.745	1.002	335.235	3.424	0.305	0.05	0.23	0.345
5.16	1.167	0.713	1.745	1.002	335.2	3.424	0.305	0.051	0.23	0.345
5.161	1.168	0.714	1.745	1.002	335.265	3.425	0.305	0.051	0.23	0.345
5.162	1.168	0.714	1.745	1.003	335.33	3.425	0.305	0.051	0.23	0.345
5.163	1.168	0.714	1.746	1.003	335.395	3.426	0.305	0.051	0.23	0.345
5.164	1.168	0.714	1.746	1.003	335.46	3.427	0.305	0.051	0.23	0.345
5.165	1.168	0.714	1.746	1.003	335.525	3.427	0.305	0.051	0.23	0.345
5.166	1.169	0.714	1.746	1.003	335.59	3.428	0.305	0.051	0.23	0.345
5.167	1.169	0.714	1.747	1.004	335.655	3.429	0.305	0.051	0.23	0.346
5.168	1.169	0.715	1.747	1.004	335.72	3.429	0.306	0.051	0.23	0.346
5.169	1.169	0.715	1.747	1.004	335.785	3.43	0.306	0.051	0.23	0.346
5.17	1.169	0.715	1.748	1.004	335.85	3.431	0.306	0.051	0.23	0.346
5.171	1.17	0.715	1.748	1.004	335.914	3.431	0.306	0.051	0.23	0.346
5.172	1.17	0.715	1.748	1.005	335.979	3.432	0.306	0.051	0.23	0.346
5.173	1.17	0.715	1.748	1.005	336.044	3.433	0.306	0.051	0.23	0.346
5.174	1.17	0.715	1.749	1.005	336.109	3.433	0.306	0.051	0.23	0.346
5.175	1.17	0.716	1.749	1.005	336.174	3.434	0.306	0.051	0.23	0.346
5.176	1.171	0.716	1.749	1.005	336.239	3.434	0.306	0.051	0.231	0.346
5.177	1.171	0.716	1.749	1.006	336.304	3.435	0.306	0.051	0.231	0.347
5.178	1.171	0.716	1.75	1.006	336.369	3.436	0.307	0.051	0.231	0.347
5.179	1.171	0.716	1.75	1.006	336.434	3.436	0.307	0.051	0.231	0.347
5.18	1.171	0.716	1.75	1.006	336.499	3.437	0.307	0.051	0.231	0.347
5.181	1.172	0.716	1.751	1.006	336.564	3.438	0.307	0.051	0.231	0.347
5.182	1.172	0.717	1.751	1.007	336.629	3.438	0.307	0.051	0.231	0.347
5.183	1.172	0.717	1.751	1.007	336.694	3.439	0.307	0.051	0.231	0.347
5.184	1.172	0.717	1.751	1.007	336.759	3.44	0.307	0.051	0.231	0.347
5.185	1.172	0.717	1.752	1.007	336.824	3.44	0.307	0.051	0.231	0.347
5.186	1.173	0.717	1.752	1.007	336.889	3.441	0.307	0.051	0.231	0.348
5.187	1.173	0.717	1.752	1.007	336.953	3.442	0.307	0.051	0.231	0.348
5.188	1.173	0.717	1.752	1.008	337.018	3.442	0.307	0.051	0.231	0.348
5.189	1.173	0.718	1.753	1.008	337.083	3.443	0.308	0.051	0.231	0.348
5.19	1.173	0.718	1.753	1.008	337.148	3.444	0.308	0.051	0.231	0.348
5.191	1.174	0.718	1.753	1.008	337.213	3.444	0.308	0.051	0.231	0.348
5.192	1.174	0.718	1.754	1.008	337.278	3.445	0.308	0.051	0.231	0.348
5.193	1.174	0.718	1.754	1.009	337.343	3.445	0.308	0.051	0.231	0.348
5.194	1.174	0.718	1.754	1.009	337.408	3.446	0.308	0.051	0.231	0.348
5.195	1.174	0.719	1.754	1.009	337.473	3.447	0.308	0.051	0.231	0.348
5.196	1.175	0.719	1.755	1.009	337.538	3.447	0.308	0.051	0.231	0.349
5.197	1.175	0.719	1.755	1.009	337.603	3.448	0.308	0.051	0.231	0.349
5.198	1.175	0.719	1.755	1.01	337.668	3.449	0.308	0.051	0.231	0.349
5.199	1.175	0.719	1.755	1.01	337.733	3.449	0.309	0.051	0.232	0.349
5.2	1.175	0.719	1.756	1.01	337.798	3.45	0.309	0.051	0.232	0.349
5.201	1.176	0.719	1.756	1.01	337.863	3.451	0.309	0.051	0.232	0.349
5.202	1.176	0.72	1.756	1.01	337.928	3.451	0.309	0.051	0.232	0.349
5.203	1.176	0.72	1.757	1.011	337.993	3.452	0.309	0.051	0.232	0.349
5.204	1.176	0.72	1.757	1.011	338.057	3.453	0.309	0.051	0.232	0.349
5.205	1.176	0.72	1.757	1.011	338.122	3.453	0.309	0.051	0.232	0.35
5.206	1.177	0.72	1.757	1.011	338.187	3.454	0.309	0.051	0.232	0.35
5.207	1.177	0.72	1.758	1.011	338.252	3.454	0.309	0.051	0.232	0.35
5.208	1.177	0.72	1.758	1.012	338.317	3.455	0.309	0.051	0.232	0.35
5.209	1.177	0.721	1.758	1.012	338.382	3.456	0.31	0.051	0.232	0.35
5.21	1.177	0.721	1.759	1.012	338.447	3.456	0.31	0.051	0.232	0.35
5.211	1.178	0.721	1.759	1.012	338.512	3.457	0.31	0.051	0.232	0.35
5.212	1.178	0.721	1.759	1.012	338.577	3.458	0.31	0.051	0.232	0.35
5.213	1.178	0.721	1.759	1.012	338.642	3.458	0.31	0.051	0.232	0.35
5.214	1.178	0.721	1.76	1.013	338.707	3.459	0.31	0.051	0.232	0.35
5.215	1.178	0.721	1.76	1.013	338.772	3.46	0.31	0.051	0.232	0.351
5.216	1.179	0.722	1.76	1.013	338.837	3.46	0.31	0.051	0.232	0.351
5.217	1.179	0.722	1.76	1.013	338.902	3.461	0.31	0.051	0.232	0.351
5.218	1.179	0.722	1.761	1.013	338.967	3.462	0.31	0.051	0.232	0.351
5.219	1.179	0.722	1.761	1.014	339.032	3.462	0.31	0.051	0.232	0.351
5.22	1.179	0.722	1.761	1.014	339.096	3.463	0.311	0.051	0.232	0.351
5.221	1.18	0.722	1.762	1.014	339.161	3.463	0.311	0.051	0.233	0.286
5.222	1.18	0.723	1.762	1.014	339.226	3.464	0.311	0.051	0.233	0.286
5.223	1.18	0.723	1.762	1.014	339.291	3.465	0.311	0.051	0.233	0.286
5.224	1.18	0.723	1.762	1.015	339.356	3.465	0.311	0.051	0.233	0.286
5.225	1.18	0.723	1.763	1.015	339.421	3.466	0.311	0.051	0.233	0.286
5.226	1.181	0.723	1.763	1.015	339.486	3.467	0.311	0.051	0.233	0.286
5.227	1.181	0.723	1.763	1.015	339.551	3.467	0.311	0.051	0.233	0.286
5.228	1.181	0.723	1.763	1.015	339.616	3.468	0.311	0.051	0.233	0.286
5.229	1.181	0.724	1.764	1.016	339.681	3.469	0.311	0.051	0.233	0.286
5.23	1.181	0.724	1.764	1.016	339.746	3.469	0.312	0.051	0.233	0.287
5.231	1.182	0.724	1.764	1.016	339.811	3.47	0.312	0.051	0.233	0.287
5.232	1.182	0.724	1.765	1.016	339.876	3.471	0.312	0.051	0.233	0.287
5.233	1.182	0.724	1.765	1.016	339.941	3.471	0.312	0.051	0.233	0.287
5.234	1.182	0.724	1.765	1.017	340.006	3.472	0.312	0.051	0.233	0.287
5.235	1.182	0.724	1.765	1.017	340.071	3.473	0.312	0.051	0.233	0.287
5.236	1.183	0.725	1.766	1.017	340.135	3.473	0.312	0.051	0.233	0.287
5.237	1.183	0.725	1.766	1.017	340.2	3.474	0.312	0.051	0.233	0.287
5.238	1.183	0.725	1.766	1.017	340.265	3.474	0.312	0.051	0.233	0.287
5.239	1.183	0.725	1.766	1.017	340.33	3.475	0.312	0.051	0.233	0.287
5.24	1.183	0.725	1.767	1.018	340.395	3.476	0.313	0.052	0.233	0.287
5.241	1.184	0.725	1.767	1.018	340.46	3.476	0.313	0.052	0.233	0.287
5.242	1.184	0.725	1.767	1.018	340.525	3.477	0.313	0.052	0.233	0.288
5.243	1.184	0.726	1.768	1.018	340.59	3.478	0.313	0.052	0.234	0.288
5.244	1.184	0.726	1.768	1.018	340.655	3.478	0.313	0.052	0.234	0.288
5.245	1.184	0.726	1.768	1.019	340.72	3.479	0.313	0.052	0.234	0.288
5.246	1.185	0.726	1.768	1.019	340.785	3.48	0.313	0.052	0.234	0.288
5.247	1.185	0.726	1.769	1.019	340.85	3.48	0.313	0.052	0.234	0.288
5.248	1.185	0.726	1.769	1.019	340.915	3.481	0.313	0.052	0.234	0.288
5.249	1.185	0.727	1.769	1.019	340.98	3.482	0.313	0.052	0.234	0.288
5.25	1.185	0.727	1.769	1.02	341.045	3.482	0.313	0.052	0.234	0.288
5.251	1.186	0.727	1.77	1.02	341.11	3.483	0.314	0.052	0.234	0.288
5.252	1.186	0.727	1.77	1.02	341.175	3.483	0.314	0.052	0.234	0.288
5.253	1.186	0.727	1.77	1.02	341.239	3.484	0.314	0.052	0.234	0.288
5.254	1.186	0.727	1.771	1.02	341.304	3.485	0.314	0.052	0.234	0.289
5.255	1.186	0.727	1.771	1.021	341.369	3.485	0.314	0.052	0.234	0.289
5.256	1.187	0.728	1.771	1.021	341.434	3.486	0.314	0.052	0.234	0.289
5.257	1.187	0.728	1.771	1.021	341.499	3.487	0.314	0.052	0.234	0.289
5.258	1.187	0.728	1.772	1.021	341.564	3.487	0.314	0.052	0.234	0.289
5.259	1.187	0.728	1.772	1.021	341.629	3.488	0.314	0.052	0.234	0.289
5.26	1.187	0.728	1.772	1.022	341.694	3.489	0.314	0.052	0.234	0.289
5.261	1.188	0.728	1.773	1.022	341.759	3.489	0.315	0.052	0.234	0.289
5.262	1.188	0.728	1.773	1.022	341.824	3.49	0.315	0.052	0.234	0.289
5.263	1.188	0.729	1.773	1.022	341.889	3.491	0.315	0.052	0.234	0.289
5.264	1.188	0.729	1.773	1.022	341.954	3.491	0.315	0.052	0.234	0.289
5.265	1.188	0.729	1.774	1.022	342.019	3.492	0.315	0.052	0.235	0.289
5.266	1.189	0.729	1.774	1.023	342.084	3.493	0.315	0.052	0.235	0.289
5.267	1.189	0.729	1.774	1.023	342.149	3.493	0.315	0.052	0.235	0.29
5.268	1.189	0.729	1.774	1.023	342.214	3.494	0.315	0.052	0.235	0.29
5.269	1.189	0.73	1.775	1.023	342.278	3.494	0.315	0.052	0.235	0.29
5.27	1.189	0.73	1.775	1.023	342.343	3.495	0.315	0.052	0.235	0.29
5.271	1.19	0.73	1.775	1.024	342.408	3.496	0.316	0.052	0.235	0.29
5.272	1.19	0.73	1.776	1.024	342.473	3.496	0.316	0.052	0.235	0.29
5.273	1.19	0.73	1.776	1.024	342.538	3.497	0.316	0.052	0.235	0.29
5.274	1.19	0.73	1.776	1.024	342.603	3.498	0.316	0.052	0.235	0.29
5.275	1.19	0.73	1.776	1.024	342.668	3.498	0.316	0.052	0.235	0.29
5.276	1.191	0.731	1.777	1.025	342.733	3.499	0.316	0.052	0.235	0.29
5.277	1.191	0.731	1.777	1.025	342.798	3.5	0.316	0.052	0.235	0.29
5.278	1.191	0.731	1.777	1.025	342.863	3.5	0.316	0.052	0.235	0.29
5.279	1.191	0.731	1.777	1.025	342.928	3.501	0.316	0.052	0.235	0.291
5.28	1.191	0.731	1.778	1.025	342.993	3.502	0.316	0.052	0.235	0.291
5.281	1.192	0.731	1.778	1.026	343.058	3.502	0.317	0.052	0.235	0.291
5.282	1.192	0.731	1.778	1.026	343.123	3.503	0.317	0.052	0.235	0.291
5.283	1.192	0.732	1.779	1.026	343.188	3.503	0.317	0.052	0.235	0.291
5.284	1.192	0.732	1.779	1.026	343.253	3.504	0.317	0.052	0.235	0.291
5.285	1.192	0.732	1.779	1.026	343.317	3.505	0.317	0.052	0.235	0.291
