wav [Å]	Ti	Fe	Ni	Cu	Cd	W	Pb	Al	Zn	ZnO
4.652	1.145	0.639	1.607	0.906	302.293	3.097	0.39	0.126	0.279	0.361
4.653	1.145	0.64	1.608	0.906	302.358	3.097	0.39	0.126	0.279	0.361
4.654	1.146	0.64	1.608	0.906	302.423	3.098	0.39	0.126	0.279	0.361
4.655	1.146	0.64	1.608	0.906	302.488	3.099	0.39	0.126	0.279	0.361
4.656	1.146	0.64	1.608	0.906	302.553	3.099	0.39	0.126	0.279	0.361
4.657	1.146	0.64	1.609	0.907	302.618	3.1	0.39	0.127	0.279	0.361
4.658	1.147	0.64	1.609	0.907	302.683	3.101	0.39	0.127	0.279	0.361
4.659	1.147	0.64	1.609	0.907	302.748	3.101	0.391	0.127	0.279	0.362
4.66	1.147	0.641	1.61	0.907	302.813	3.102	0.391	0.127	0.279	0.362
4.661	1.147	0.641	1.61	0.907	302.878	3.103	0.391	0.127	0.279	0.362
4.662	1.147	0.641	1.61	0.907	302.943	3.103	0.391	0.127	0.28	0.362
4.663	1.148	0.641	1.61	0.908	303.008	3.104	0.391	0.127	0.28	0.362
4.664	1.148	0.641	1.611	0.908	303.073	3.104	0.391	0.127	0.28	0.362
4.665	1.148	0.641	1.611	0.908	303.138	3.105	0.391	0.127	0.28	0.362
4.666	1.148	0.641	1.611	0.908	303.203	3.106	0.391	0.127	0.28	0.362
4.667	1.149	0.642	1.611	0.908	303.268	3.106	0.392	0.127	0.28	0.363
4.668	1.149	0.642	1.612	0.909	303.333	3.107	0.392	0.127	0.28	0.363
4.669	1.149	0.642	1.612	0.909	303.398	3.108	0.392	0.127	0.28	0.363
4.67	1.149	0.642	1.612	0.909	303.463	3.108	0.392	0.127	0.28	0.363
4.671	1.15	0.642	1.612	0.909	303.528	3.109	0.392	0.127	0.28	0.363
4.672	1.15	0.642	1.613	0.909	303.593	3.11	0.392	0.127	0.28	0.363
4.673	1.15	0.643	1.613	0.91	303.658	3.11	0.392	0.127	0.28	0.363
4.674	1.15	0.643	1.613	0.91	303.723	3.111	0.393	0.127	0.28	0.363
4.675	1.15	0.643	1.614	0.91	303.788	3.112	0.393	0.127	0.28	0.364
4.676	1.151	0.643	1.614	0.91	303.853	3.112	0.393	0.045	0.281	0.364
4.677	1.151	0.643	1.614	0.91	303.917	3.113	0.393	0.045	0.281	0.364
4.678	1.151	0.643	1.614	0.911	303.982	3.114	0.393	0.045	0.281	0.364
4.679	1.151	0.643	1.615	0.911	304.047	3.114	0.393	0.045	0.281	0.364
4.68	1.152	0.644	1.615	0.911	304.112	3.115	0.393	0.045	0.281	0.364
4.681	1.133	0.644	1.615	0.911	304.177	3.115	0.394	0.045	0.281	0.364
4.682	1.133	0.644	1.615	0.911	304.242	3.116	0.394	0.045	0.281	0.364
4.683	1.134	0.644	1.616	0.911	304.307	3.117	0.394	0.045	0.281	0.365
4.684	1.134	0.644	1.616	0.912	304.372	3.117	0.394	0.045	0.281	0.365
4.685	1.134	0.644	1.616	0.912	304.437	3.118	0.394	0.045	0.281	0.365
4.686	1.134	0.644	1.616	0.912	304.502	3.119	0.394	0.045	0.281	0.365
4.687	1.135	0.645	1.617	0.912	304.567	3.119	0.394	0.045	0.281	0.365
4.688	1.135	0.645	1.617	0.912	304.632	3.12	0.395	0.045	0.281	0.365
4.689	1.135	0.645	1.617	0.913	304.697	3.121	0.395	0.045	0.282	0.365
4.69	1.135	0.645	1.618	0.913	304.762	3.121	0.395	0.045	0.282	0.365
4.691	1.136	0.645	1.618	0.913	304.827	3.122	0.395	0.045	0.282	0.366
4.692	1.136	0.645	1.618	0.913	304.892	3.123	0.395	0.045	0.282	0.366
4.693	1.136	0.645	1.618	0.913	304.957	3.123	0.395	0.045	0.282	0.366
4.694	1.136	0.646	1.619	0.914	305.022	3.124	0.395	0.045	0.282	0.366
4.695	1.136	0.646	1.619	0.914	305.087	3.124	0.395	0.045	0.282	0.366
4.696	1.137	0.646	1.619	0.914	305.152	3.125	0.396	0.045	0.282	0.366
4.697	1.137	0.646	1.619	0.914	305.217	3.126	0.396	0.045	0.282	0.366
4.698	1.137	0.646	1.62	0.914	305.282	3.126	0.396	0.045	0.282	0.366
4.699	1.137	0.646	1.62	0.914	305.347	3.127	0.396	0.045	0.282	0.367
4.7	1.138	0.646	1.62	0.915	305.412	3.128	0.396	0.045	0.282	0.367
4.701	1.138	0.647	1.62	0.915	305.477	3.128	0.396	0.045	0.282	0.367
4.702	1.138	0.647	1.621	0.915	305.542	3.129	0.396	0.045	0.283	0.367
4.703	1.138	0.647	1.621	0.915	305.607	3.13	0.397	0.045	0.283	0.367
4.704	1.138	0.647	1.621	0.915	305.672	3.13	0.397	0.045	0.283	0.367
4.705	1.139	0.647	1.622	0.916	305.737	3.131	0.397	0.045	0.283	0.367
4.706	1.139	0.647	1.622	0.916	305.802	3.132	0.397	0.045	0.283	0.367
4.707	1.139	0.647	1.622	0.916	305.867	3.132	0.397	0.045	0.283	0.368
4.708	1.139	0.648	1.622	0.916	305.932	3.133	0.397	0.045	0.283	0.368
4.709	1.14	0.648	1.623	0.916	305.997	3.133	0.397	0.045	0.283	0.368
4.71	1.14	0.648	1.623	0.917	306.062	3.134	0.398	0.045	0.283	0.368
4.711	1.14	0.648	1.623	0.917	306.127	3.135	0.398	0.045	0.283	0.368
4.712	1.14	0.648	1.623	0.917	306.192	3.135	0.398	0.045	0.283	0.368
4.713	1.14	0.648	1.624	0.917	306.256	3.136	0.398	0.045	0.283	0.368
4.714	1.141	0.648	1.624	0.917	306.321	3.137	0.398	0.045	0.283	0.368
4.715	1.141	0.649	1.624	0.918	306.386	3.137	0.398	0.045	0.283	0.368
4.716	1.141	0.649	1.624	0.918	306.451	3.138	0.398	0.045	0.284	0.369
4.717	1.141	0.649	1.625	0.918	306.516	3.139	0.399	0.045	0.284	0.369
4.718	1.142	0.649	1.625	0.918	306.581	3.139	0.399	0.045	0.284	0.369
4.719	1.142	0.649	1.625	0.918	306.646	3.14	0.399	0.045	0.284	0.369
4.72	1.142	0.649	1.626	0.918	306.711	3.141	0.399	0.045	0.284	0.369
4.721	1.142	0.649	1.626	0.919	306.776	3.141	0.399	0.045	0.284	0.369
4.722	1.143	0.65	1.626	0.919	306.841	3.142	0.399	0.045	0.284	0.369
4.723	1.143	0.65	1.626	0.919	306.906	3.143	0.399	0.045	0.284	0.369
4.724	1.143	0.65	1.627	0.919	306.971	3.143	0.4	0.045	0.284	0.37
4.725	1.143	0.65	1.627	0.919	307.036	3.144	0.4	0.045	0.284	0.37
4.726	1.143	0.65	1.627	0.92	307.101	3.144	0.4	0.045	0.284	0.37
4.727	1.144	0.65	1.627	0.92	307.166	3.145	0.4	0.045	0.284	0.37
4.728	1.144	0.65	1.628	0.92	307.231	3.146	0.4	0.045	0.284	0.37
4.729	1.144	0.651	1.628	0.92	307.296	3.146	0.4	0.045	0.285	0.37
4.73	1.144	0.651	1.628	0.92	307.361	3.147	0.4	0.045	0.285	0.37
4.731	1.145	0.651	1.629	0.921	307.426	3.148	0.401	0.045	0.285	0.37
4.732	1.145	0.651	1.629	0.921	307.491	3.148	0.401	0.045	0.285	0.371
4.733	1.145	0.651	1.629	0.921	307.556	3.149	0.401	0.045	0.285	0.371
4.734	1.145	0.651	1.629	0.921	307.621	3.15	0.401	0.045	0.285	0.371
4.735	1.145	0.651	1.63	0.921	307.686	3.15	0.401	0.045	0.285	0.371
4.736	1.146	0.652	1.63	0.921	307.751	3.151	0.401	0.045	0.285	0.371
4.737	1.146	0.652	1.63	0.922	307.816	3.152	0.401	0.045	0.285	0.371
4.738	1.146	0.652	1.63	0.922	307.881	3.152	0.402	0.045	0.285	0.371
4.739	1.146	0.652	1.631	0.922	307.946	3.153	0.402	0.045	0.285	0.371
4.74	1.147	0.652	1.631	0.922	308.011	3.153	0.402	0.045	0.285	0.372
4.741	1.147	0.652	1.631	0.922	308.076	3.154	0.402	0.045	0.285	0.372
4.742	1.147	0.652	1.631	0.923	308.141	3.155	0.402	0.045	0.286	0.372
4.743	1.147	0.653	1.632	0.923	308.206	3.155	0.402	0.046	0.286	0.372
4.744	1.147	0.653	1.632	0.923	308.271	3.156	0.402	0.046	0.286	0.372
4.745	1.148	0.653	1.632	0.923	308.336	3.157	0.402	0.046	0.286	0.372
4.746	1.148	0.653	1.633	0.923	308.401	3.157	0.403	0.046	0.286	0.372
4.747	1.148	0.653	1.633	0.924	308.466	3.158	0.403	0.046	0.286	0.372
4.748	1.148	0.653	1.633	0.924	308.531	3.159	0.403	0.046	0.286	0.373
4.749	1.149	0.653	1.633	0.924	308.595	3.159	0.403	0.046	0.286	0.373
4.75	1.149	0.654	1.634	0.924	308.66	3.16	0.403	0.046	0.286	0.373
4.751	1.149	0.654	1.634	0.924	308.725	3.161	0.403	0.046	0.286	0.373
4.752	1.149	0.654	1.634	0.925	308.79	3.161	0.403	0.046	0.286	0.373
4.753	1.15	0.654	1.634	0.925	308.855	3.162	0.404	0.046	0.286	0.373
4.754	1.15	0.654	1.635	0.925	308.92	3.162	0.404	0.046	0.286	0.373
4.755	1.15	0.654	1.635	0.925	308.985	3.163	0.404	0.046	0.287	0.373
4.756	1.15	0.654	1.635	0.925	309.05	3.164	0.404	0.046	0.287	0.374
4.757	1.15	0.655	1.635	0.925	309.115	3.164	0.404	0.046	0.287	0.374
4.758	1.151	0.655	1.636	0.926	309.18	3.165	0.404	0.046	0.287	0.374
4.759	1.151	0.655	1.636	0.926	309.245	3.166	0.404	0.046	0.287	0.374
4.76	1.151	0.655	1.636	0.926	309.31	3.166	0.405	0.046	0.287	0.374
4.761	1.151	0.655	1.637	0.926	309.375	3.167	0.405	0.046	0.287	0.374
4.762	1.152	0.655	1.637	0.926	309.44	3.168	0.405	0.046	0.287	0.374
4.763	1.152	0.655	1.637	0.927	309.505	3.168	0.405	0.046	0.287	0.374
4.764	1.152	0.656	1.637	0.927	309.57	3.169	0.405	0.046	0.287	0.375
4.765	1.152	0.656	1.638	0.927	309.635	3.17	0.405	0.046	0.287	0.375
4.766	1.152	0.656	1.638	0.927	309.7	3.17	0.405	0.046	0.287	0.375
4.767	1.153	0.656	1.638	0.927	309.765	3.171	0.406	0.046	0.287	0.375
4.768	1.153	0.656	1.638	0.928	309.83	3.172	0.406	0.046	0.287	0.375
4.769	1.153	0.656	1.639	0.928	309.895	3.172	0.406	0.046	0.288	0.375
4.77	1.153	0.656	1.639	0.928	309.96	3.173	0.406	0.046	0.288	0.375
4.771	1.154	0.657	1.639	0.928	310.025	3.173	0.406	0.046	0.288	0.375
4.772	1.154	0.657	1.64	0.928	310.09	3.174	0.406	0.046	0.288	0.376
4.773	1.154	0.657	1.64	0.928	310.155	3.175	0.406	0.046	0.288	0.376
4.774	1.154	0.657	1.64	0.929	310.22	3.175	0.407	0.046	0.288	0.376
4.775	1.154	0.657	1.64	0.929	310.285	3.176	0.407	0.046	0.288	0.376
4.776	1.155	0.657	1.641	0.929	310.35	3.177	0.407	0.046	0.288	0.376
4.777	1.155	0.657	1.641	0.929	310.415	3.177	0.407	0.046	0.288	0.376
4.778	1.155	0.658	1.641	0.929	310.48	3.178	0.407	0.046	0.288	0.376
4.779	1.155	0.658	1.641	0.93	310.545	3.179	0.407	0.046	0.288	0.376
4.78	1.156	0.658	1.642	0.93	310.61	3.179	0.407	0.046	0.288	0.377
4.781	1.156	0.658	1.642	0.93	310.675	3.18	0.408	0.046	0.288	0.377
4.782	1.156	0.658	1.642	0.93	310.74	3.181	0.408	0.046	0.289	0.377
4.783	1.156	0.658	1.642	0.93	310.805	3.181	0.408	0.046	0.289	0.377
4.784	1.157	0.658	1.643	0.931	310.87	3.182	0.408	0.046	0.289	0.377
4.785	1.157	0.659	1.643	0.931	310.935	3.182	0.408	0.046	0.289	0.377
4.786	1.157	0.659	1.643	0.931	310.999	3.183	0.408	0.046	0.289	0.377
4.787	1.157	0.659	1.644	0.931	311.064	3.184	0.408	0.046	0.289	0.377
4.788	1.157	0.659	1.644	0.931	311.129	3.184	0.409	0.046	0.289	0.378
4.789	1.158	0.659	1.644	0.932	311.194	3.185	0.409	0.046	0.289	0.378
4.79	1.158	0.659	1.644	0.932	311.259	3.186	0.409	0.046	0.289	0.378
4.791	1.158	0.659	1.645	0.932	311.324	3.186	0.409	0.046	0.289	0.378
4.792	1.158	0.66	1.645	0.932	311.389	3.187	0.409	0.046	0.289	0.378
4.793	1.159	0.66	1.645	0.932	311.454	3.188	0.409	0.046	0.289	0.378
4.794	1.159	0.66	1.645	0.932	311.519	3.188	0.409	0.046	0.289	0.378
4.795	1.159	0.66	1.646	0.933	311.584	3.189	0.41	0.046	0.29	0.378
4.796	1.159	0.66	1.646	0.933	311.649	3.19	0.41	0.046	0.29	0.379
4.797	1.159	0.66	1.646	0.933	311.714	3.19	0.41	0.046	0.29	0.379
4.798	1.16	0.66	1.647	0.933	311.779	3.191	0.41	0.046	0.29	0.379
4.799	1.16	0.661	1.647	0.933	311.844	3.191	0.41	0.046	0.29	0.379
4.8	1.16	0.661	1.647	0.934	311.909	3.192	0.41	0.046	0.29	0.379
4.801	1.16	0.661	1.647	0.934	311.974	3.193	0.41	0.046	0.29	0.379
4.802	1.161	0.661	1.648	0.934	312.039	3.193	0.411	0.046	0.29	0.379
4.803	1.161	0.661	1.648	0.934	312.104	3.194	0.411	0.046	0.29	0.38
4.804	1.161	0.661	1.648	0.934	312.169	3.195	0.411	0.046	0.29	0.38
4.805	1.161	0.661	1.648	0.935	312.234	3.195	0.411	0.046	0.29	0.38
4.806	1.161	0.662	1.649	0.935	312.299	3.196	0.411	0.046	0.29	0.38
4.807	1.162	0.662	1.649	0.935	312.364	3.197	0.411	0.046	0.29	0.38
4.808	1.162	0.662	1.649	0.935	312.429	3.197	0.411	0.046	0.291	0.38
4.809	1.162	0.662	1.649	0.935	312.494	3.198	0.412	0.046	0.291	0.38
4.81	1.162	0.662	1.65	0.935	312.559	3.199	0.412	0.046	0.291	0.38
4.811	1.163	0.662	1.65	0.936	312.624	3.199	0.412	0.046	0.291	0.381
4.812	1.163	0.663	1.65	0.936	312.689	3.2	0.412	0.046	0.291	0.381
4.813	1.163	0.663	1.651	0.936	312.754	3.2	0.412	0.046	0.291	0.381
4.814	1.163	0.663	1.651	0.936	312.819	3.201	0.412	0.046	0.291	0.381
4.815	1.164	0.663	1.651	0.936	312.884	3.202	0.412	0.046	0.291	0.381
4.816	1.164	0.663	1.651	0.937	312.949	3.202	0.413	0.046	0.291	0.381
4.817	1.164	0.663	1.652	0.937	313.014	3.203	0.413	0.046	0.291	0.381
4.818	1.164	0.663	1.652	0.937	313.079	3.204	0.413	0.046	0.291	0.381
4.819	1.164	0.664	1.652	0.937	313.144	3.204	0.413	0.046	0.291	0.382
4.82	1.165	0.664	1.652	0.937	313.209	3.205	0.413	0.046	0.291	0.382
4.821	1.165	0.664	1.653	0.938	313.274	3.206	0.413	0.046	0.292	0.382
4.822	1.165	0.664	1.653	0.938	313.339	3.206	0.413	0.046	0.292	0.382
4.823	1.165	0.664	1.653	0.938	313.403	3.207	0.414	0.046	0.292	0.382
4.824	1.166	0.664	1.654	0.938	313.468	3.208	0.414	0.046	0.292	0.382
4.825	1.166	0.664	1.654	0.938	313.533	3.208	0.414	0.046	0.292	0.382
4.826	1.166	0.665	1.654	0.939	313.598	3.209	0.414	0.046	0.292	0.382
4.827	1.166	0.665	1.654	0.939	313.663	3.21	0.414	0.046	0.292	0.383
4.828	1.166	0.665	1.655	0.939	313.728	3.21	0.414	0.047	0.292	0.383
4.829	1.167	0.665	1.655	0.939	313.793	3.211	0.414	0.047	0.292	0.383
4.83	1.167	0.665	1.655	0.939	313.858	3.211	0.415	0.047	0.292	0.383
4.831	1.167	0.665	1.655	0.939	313.923	3.212	0.415	0.047	0.292	0.383
4.832	1.167	0.665	1.656	0.94	313.988	3.213	0.415	0.047	0.292	0.383
4.833	1.168	0.666	1.656	0.94	314.053	3.213	0.415	0.047	0.292	0.383
4.834	1.168	0.666	1.656	0.94	314.118	3.214	0.415	0.047	0.293	0.383
4.835	1.168	0.666	1.656	0.94	314.183	3.215	0.415	0.047	0.293	0.384
4.836	1.168	0.666	1.657	0.94	314.248	3.215	0.415	0.047	0.293	0.384
4.837	1.169	0.666	1.657	0.941	314.313	3.216	0.416	0.047	0.293	0.384
4.838	1.169	0.666	1.657	0.941	314.378	3.217	0.416	0.047	0.293	0.384
4.839	1.169	0.666	1.658	0.941	314.443	3.217	0.416	0.047	0.293	0.384
4.84	1.169	0.667	1.658	0.941	314.508	3.218	0.416	0.047	0.293	0.384
4.841	1.169	0.667	1.658	0.941	314.573	3.219	0.416	0.047	0.293	0.384
4.842	1.17	0.667	1.658	0.942	314.638	3.219	0.416	0.047	0.293	0.384
4.843	1.17	0.667	1.659	0.942	314.703	3.22	0.417	0.047	0.293	0.385
4.844	1.17	0.667	1.659	0.942	314.768	3.22	0.417	0.047	0.293	0.385
4.845	1.17	0.667	1.659	0.942	314.833	3.221	0.417	0.047	0.293	0.385
4.846	1.171	0.667	1.659	0.942	314.898	3.222	0.417	0.047	0.293	0.385
4.847	1.171	0.668	1.66	0.943	314.963	3.222	0.417	0.047	0.293	0.385
4.848	1.171	0.668	1.66	0.943	315.028	3.223	0.417	0.047	0.294	0.385
4.849	1.171	0.668	1.66	0.943	315.093	3.224	0.417	0.047	0.294	0.385
4.85	1.171	0.668	1.661	0.943	315.158	3.224	0.418	0.047	0.294	0.385
4.851	1.172	0.668	1.661	0.943	315.223	3.225	0.418	0.047	0.294	0.386
4.852	1.172	0.668	1.661	0.943	315.288	3.226	0.418	0.047	0.294	0.386
4.853	1.172	0.668	1.661	0.944	315.353	3.226	0.418	0.047	0.294	0.386
4.854	1.172	0.669	1.662	0.944	315.418	3.227	0.418	0.047	0.294	0.386
4.855	1.173	0.669	1.662	0.944	315.483	3.228	0.418	0.047	0.294	0.386
4.856	1.173	0.669	1.662	0.944	315.548	3.228	0.418	0.047	0.294	0.386
4.857	1.173	0.669	1.662	0.944	315.613	3.229	0.419	0.047	0.294	0.386
4.858	1.173	0.669	1.663	0.945	315.678	3.229	0.419	0.047	0.294	0.386
4.859	1.173	0.669	1.663	0.945	315.743	3.23	0.419	0.047	0.294	0.387
4.86	1.174	0.669	1.663	0.945	315.808	3.231	0.419	0.047	0.294	0.387
4.861	1.174	0.67	1.663	0.945	315.872	3.231	0.419	0.047	0.295	0.387
4.862	1.174	0.67	1.664	0.945	315.937	3.232	0.419	0.047	0.295	0.387
4.863	1.174	0.67	1.664	0.946	316.002	3.233	0.419	0.047	0.295	0.387
4.864	1.175	0.67	1.664	0.946	316.067	3.233	0.42	0.047	0.295	0.387
4.865	1.175	0.67	1.665	0.946	316.132	3.234	0.42	0.047	0.295	0.387
4.866	1.175	0.67	1.665	0.946	316.197	3.235	0.42	0.047	0.295	0.388
4.867	1.175	0.67	1.665	0.946	316.262	3.235	0.42	0.047	0.295	0.388
4.868	1.176	0.671	1.665	0.947	316.327	3.236	0.42	0.047	0.295	0.388
4.869	1.176	0.671	1.666	0.947	316.392	3.237	0.42	0.047	0.295	0.388
4.87	1.176	0.671	1.666	0.947	316.457	3.237	0.42	0.047	0.295	0.388
4.871	1.176	0.671	1.666	0.947	316.522	3.238	0.421	0.047	0.295	0.388
4.872	1.176	0.671	1.666	0.947	316.587	3.239	0.421	0.047	0.295	0.388
4.873	1.177	0.671	1.667	0.947	316.652	3.239	0.421	0.047	0.295	0.388
4.874	1.177	0.671	1.667	0.948	316.717	3.24	0.421	0.047	0.296	0.389
4.875	1.177	0.672	1.667	0.948	316.782	3.24	0.421	0.047	0.296	0.389
4.876	1.177	0.672	1.668	0.948	316.847	3.241	0.421	0.047	0.296	0.389
4.877	1.178	0.672	1.668	0.948	316.912	3.242	0.421	0.047	0.296	0.389
4.878	1.178	0.672	1.668	0.948	316.977	3.242	0.422	0.047	0.296	0.389
4.879	1.178	0.672	1.668	0.949	317.042	3.243	0.422	0.047	0.296	0.389
4.88	1.178	0.672	1.669	0.949	317.107	3.244	0.422	0.047	0.296	0.389
4.881	1.178	0.673	1.669	0.949	317.172	3.244	0.422	0.047	0.296	0.389
4.882	1.179	0.673	1.669	0.949	317.237	3.245	0.422	0.047	0.296	0.39
4.883	1.179	0.673	1.669	0.949	317.302	3.246	0.422	0.047	0.296	0.39
4.884	1.179	0.673	1.67	0.95	317.367	3.246	0.422	0.047	0.296	0.39
4.885	1.179	0.673	1.67	0.95	317.432	3.247	0.423	0.047	0.296	0.39
4.886	1.18	0.673	1.67	0.95	317.497	3.248	0.423	0.047	0.296	0.39
4.887	1.18	0.673	1.671	0.95	317.562	3.248	0.423	0.047	0.297	0.39
4.888	1.18	0.674	1.671	0.95	317.627	3.249	0.423	0.047	0.297	0.39
4.889	1.18	0.674	1.671	0.951	317.692	3.249	0.423	0.047	0.297	0.39
4.89	1.181	0.674	1.671	0.951	317.757	3.25	0.423	0.047	0.297	0.391
4.891	1.181	0.674	1.672	0.951	317.822	3.251	0.424	0.047	0.297	0.391
4.892	1.181	0.674	1.672	0.951	317.887	3.251	0.424	0.047	0.297	0.391
4.893	1.181	0.674	1.672	0.951	317.952	3.252	0.424	0.047	0.297	0.391
4.894	1.181	0.674	1.672	0.951	318.017	3.253	0.424	0.047	0.297	0.391
4.895	1.182	0.675	1.673	0.952	318.082	3.253	0.424	0.047	0.297	0.391
4.896	1.182	0.675	1.673	0.952	318.147	3.254	0.424	0.047	0.297	0.391
4.897	1.182	0.675	1.673	0.952	318.212	3.255	0.424	0.047	0.297	0.391
4.898	1.182	0.675	1.673	0.952	318.277	3.255	0.425	0.047	0.297	0.392
4.899	1.183	0.675	1.674	0.952	318.342	3.256	0.425	0.047	0.297	0.392
4.9	1.183	0.675	1.674	0.953	318.406	3.257	0.425	0.047	0.298	0.392
4.901	1.183	0.675	1.674	0.953	318.471	3.257	0.425	0.047	0.298	0.392
4.902	1.183	0.676	1.675	0.953	318.536	3.258	0.425	0.047	0.298	0.392
4.903	1.183	0.676	1.675	0.953	318.601	3.259	0.425	0.047	0.298	0.392
4.904	1.184	0.676	1.675	0.953	318.666	3.259	0.425	0.047	0.298	0.392
4.905	1.184	0.676	1.675	0.954	318.731	3.26	0.426	0.047	0.298	0.393
4.906	1.184	0.676	1.676	0.954	318.796	3.26	0.426	0.047	0.298	0.393
4.907	1.184	0.676	1.676	0.954	318.861	3.261	0.426	0.047	0.298	0.393
4.908	1.185	0.676	1.676	0.954	318.926	3.262	0.426	0.047	0.298	0.393
4.909	1.185	0.677	1.676	0.954	318.991	3.262	0.426	0.047	0.298	0.393
4.91	1.185	0.677	1.677	0.955	319.056	3.263	0.426	0.047	0.298	0.393
4.911	1.185	0.677	1.677	0.955	319.121	3.264	0.426	0.047	0.298	0.393
4.912	1.186	0.677	1.677	0.955	319.186	3.264	0.427	0.048	0.298	0.393
4.913	1.186	0.677	1.678	0.955	319.251	3.265	0.427	0.048	0.299	0.394
4.914	1.186	0.677	1.678	0.955	319.316	3.266	0.427	0.048	0.299	0.394
4.915	1.186	0.677	1.678	0.955	319.381	3.266	0.427	0.048	0.299	0.394
4.916	1.186	0.678	1.678	0.956	319.446	3.267	0.427	0.048	0.299	0.394
4.917	1.187	0.678	1.679	0.956	319.511	3.268	0.427	0.048	0.299	0.394
4.918	1.187	0.678	1.679	0.956	319.576	3.268	0.427	0.048	0.299	0.394
4.919	1.187	0.678	1.679	0.956	319.641	3.269	0.428	0.048	0.299	0.394
4.92	1.187	0.678	1.679	0.956	319.706	3.269	0.428	0.048	0.299	0.394
4.921	1.188	0.678	1.68	0.957	319.771	3.27	0.428	0.048	0.299	0.395
4.922	1.188	0.678	1.68	0.957	319.836	3.271	0.428	0.048	0.299	0.395
4.923	1.188	0.679	1.68	0.957	319.901	3.271	0.428	0.048	0.299	0.395
4.924	1.188	0.679	1.681	0.957	319.966	3.272	0.428	0.048	0.299	0.395
4.925	1.188	0.679	1.681	0.957	320.031	3.273	0.429	0.048	0.299	0.395
4.926	1.189	0.679	1.681	0.958	320.096	3.273	0.429	0.048	0.3	0.395
4.927	1.189	0.679	1.681	0.958	320.161	3.274	0.429	0.048	0.3	0.395
4.928	1.189	0.679	1.682	0.958	320.226	3.275	0.429	0.048	0.3	0.395
4.929	1.189	0.679	1.682	0.958	320.291	3.275	0.429	0.048	0.3	0.396
4.93	1.19	0.68	1.682	0.958	320.356	3.276	0.429	0.048	0.3	0.396
4.931	1.19	0.68	1.682	0.959	320.421	3.277	0.429	0.048	0.3	0.396
4.932	1.19	0.68	1.683	0.959	320.486	3.277	0.43	0.048	0.3	0.396
4.933	1.19	0.68	1.683	0.959	320.551	3.278	0.43	0.048	0.3	0.396
4.934	1.191	0.68	1.683	0.959	320.616	3.278	0.43	0.048	0.3	0.396
4.935	1.191	0.68	1.684	0.959	320.681	3.279	0.43	0.048	0.3	0.396
4.936	1.191	0.681	1.684	0.959	320.746	3.28	0.43	0.048	0.3	0.397
4.937	1.191	0.681	1.684	0.96	320.811	3.28	0.43	0.048	0.3	0.397
4.938	1.191	0.681	1.684	0.96	320.876	3.281	0.43	0.048	0.3	0.397
4.939	1.192	0.681	1.685	0.96	320.94	3.282	0.431	0.048	0.301	0.397
4.94	1.192	0.681	1.685	0.96	321.005	3.282	0.431	0.048	0.301	0.397
4.941	1.192	0.681	1.685	0.96	321.07	3.283	0.431	0.048	0.301	0.397
4.942	1.192	0.681	1.685	0.961	321.135	3.284	0.431	0.048	0.301	0.397
4.943	1.193	0.682	1.686	0.961	321.2	3.284	0.431	0.048	0.301	0.397
4.944	1.193	0.682	1.686	0.961	321.265	3.285	0.431	0.048	0.301	0.398
4.945	1.193	0.682	1.686	0.961	321.33	3.286	0.431	0.048	0.301	0.398
4.946	1.193	0.682	1.686	0.961	321.395	3.286	0.432	0.048	0.301	0.398
4.947	1.193	0.682	1.687	0.962	321.46	3.287	0.432	0.048	0.301	0.398
4.948	1.194	0.682	1.687	0.962	321.525	3.288	0.432	0.048	0.301	0.398
4.949	1.194	0.682	1.687	0.962	321.59	3.288	0.432	0.048	0.301	0.398
4.95	1.194	0.683	1.688	0.962	321.655	3.289	0.432	0.048	0.301	0.398
4.951	1.194	0.683	1.688	0.962	321.72	3.289	0.285	0.048	0.22	0.398
4.952	1.195	0.683	1.688	0.963	321.785	3.29	0.286	0.048	0.22	0.399
4.953	1.195	0.683	1.688	0.963	321.85	3.291	0.286	0.048	0.22	0.399
4.954	1.195	0.683	1.689	0.963	321.915	3.291	0.286	0.048	0.221	0.399
4.955	1.195	0.683	1.689	0.963	321.98	3.292	0.286	0.048	0.221	0.399
4.956	1.196	0.683	1.689	0.963	322.045	3.293	0.286	0.048	0.221	0.399
4.957	1.196	0.684	1.689	0.963	322.11	3.293	0.286	0.048	0.221	0.399
4.958	1.196	0.684	1.69	0.964	322.175	3.294	0.286	0.048	0.221	0.399
4.959	1.196	0.684	1.69	0.964	322.24	3.295	0.286	0.048	0.221	0.4
4.96	1.196	0.684	1.69	0.964	322.305	3.295	0.286	0.048	0.221	0.4
4.961	1.197	0.684	1.691	0.964	322.37	3.296	0.286	0.048	0.221	0.4
4.962	1.197	0.684	1.691	0.964	322.435	3.297	0.286	0.048	0.221	0.4
4.963	1.197	0.684	1.691	0.965	322.5	3.297	0.287	0.048	0.221	0.4
4.964	1.197	0.685	1.691	0.965	322.565	3.298	0.287	0.048	0.221	0.4
4.965	1.198	0.685	1.692	0.965	322.63	3.298	0.287	0.048	0.221	0.4
4.966	1.198	0.685	1.692	0.965	322.695	3.299	0.287	0.048	0.221	0.4
4.967	1.198	0.685	1.692	0.965	322.76	3.3	0.287	0.048	0.221	0.401
4.968	1.198	0.685	1.692	0.966	322.825	3.3	0.287	0.048	0.221	0.401
