141.00, 1.254948, 1.283258, 1.608669, 1.672913, 1.787660, 0.809596, 0.138274, 3.013445, 2.743562
142.00, 1.232917, 1.260699, 1.580319, 1.643426, 1.756115, 0.795802, 0.137966, 2.961905, 2.696122
143.00, 1.211463, 1.238731, 1.552700, 1.614700, 1.725384, 0.782377, 0.137660, 2.911600, 2.649827
144.00, 1.190570, 1.217336, 1.525790, 1.586711, 1.695441, 0.769310, 0.137357, 2.862490, 2.604640
145.00, 1.170218, 1.196494, 1.499566, 1.559435, 1.666261, 0.756590, 0.137056, 2.814540, 2.560530
146.00, 1.150391, 1.176189, 1.474006, 1.532850, 1.637820, 0.744204, 0.136757, 2.767714, 2.517461
147.00, 1.131071, 1.156403, 1.449089, 1.506935, 1.610095, 0.732142, 0.136460, 2.721980, 2.475404
148.00, 1.112243, 1.137120, 1.424795, 1.481668, 1.583064, 0.720394, 0.136165, 2.677303, 2.434327
149.00, 1.093891, 1.118324, 1.401105, 1.457029, 1.556706, 0.708950, 0.135871, 2.633653, 2.394202
150.00, 1.076000, 1.100000, 1.378000, 1.433000, 1.531000, 0.697800, 0.135580, 2.591000, 2.355000
